codigo,codigo_nombre,familia_producto,atencion,venta_dirigida,concepto_1,concepto_2,plan,vigencia
F.PR.P.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Preferenciales,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 3 anos
F.PR.P.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Preferenciales,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 4 anos
F.PR.P.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Preferenciales,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 5 anos
F.PR.R.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Preferenciales,Representante Legal,Archivo,Nuevo,NULL,Vigencia 1 ano
F.PR.R.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Preferenciales,Representante Legal,Archivo,Nuevo,NULL,Vigencia 2 anos
F.PR.R.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Preferenciales,Representante Legal,Archivo,Nuevo,NULL,Vigencia 3 anos
F.PR.R.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Preferenciales,Representante Legal,Archivo,Nuevo,NULL,Vigencia 4 anos
F.PR.R.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Preferenciales,Representante Legal,Archivo,Nuevo,NULL,Vigencia 5 anos
F.PR.M.A.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Preferenciales,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 1 ano
F.PR.M.A.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Preferenciales,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 2 anos
F.PR.M.A.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Preferenciales,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 3 anos
F.PR.M.A.N.V4.,Firmas electronicas Vigencia 4 anos,Firmas electronicas,Preferenciales,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 4 anos
F.PR.M.A.N.V5.,Firmas electronicas Vigencia 5 anos,Firmas electronicas,Preferenciales,Miembro de empresa,Archivo,Nuevo,NULL,Vigencia 5 anos
F.ON.P.A.N.V1m.,Firmas electronicas Vigencia 1 mes,Firmas electronicas,Online,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 1 mes
F.OF.P.A.N.V1m.,Firmas electronicas Vigencia 1 mes,Firmas electronicas,Offline,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 1 mes
F.AG.P.A.N.V1m.,Firmas electronicas Vigencia 1 mes,Firmas electronicas,Agente movil,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 1 mes
F.TE.P.A.N.V1m.,Firmas electronicas Vigencia 1 mes,Firmas electronicas,Tercero vinculado,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 1 mes
F.PR.P.A.N.V1m.,Firmas electronicas Vigencia 1 mes,Firmas electronicas,Preferenciales,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 1 mes
SF.ON.P.C.N.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Online,Personas Naturales,Con firma,Nuevo,Basico,Vigencia 1 ano
A.ECO.,Almacenamiento Plan 500MB,Almacenamiento ,Online,NULL,NULL,Alm. Economico,Economico,Vigencia 1 ano
A.MIN.,Almacenamiento Plan 1GB,Almacenamiento ,Online,NULL,NULL,Alm. Min,Min,Vigencia 1 ano
A.BAS.,Almacenamiento Plan 5GB,Almacenamiento ,Online,NULL,NULL,Alm. Basico,Basico,Vigencia 1 ano
A.EST.,Almacenamiento Plan 20GB,Almacenamiento ,Online,NULL,NULL,Alm. Estandar,Estandar,Vigencia 1 ano
A.PRE.,Almacenamiento Plan 50GB,Almacenamiento ,Online,NULL,NULL,Alm. Premium,Premium,Vigencia 1 ano
F.ON.P.A.N.V2s.,Firmas electronicas Vigencia 2 semanas,Firmas electronicas,Online,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 2 semanas
F.OF.P.A.N.V2s.,Firmas electronicas Vigencia 2 semanas,Firmas electronicas,Offline,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 2 semanas
F.ON.P.A.N.V1s.,Firmas electronicas Vigencia 1 semana,Firmas electronicas,Online,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 1 semana
F.OF.P.A.N.V1s.,Firmas electronicas Vigencia 1 semana,Firmas electronicas,Offline,Personas Naturales,Archivo,Nuevo,NULL,Vigencia 1 semana
F.ON.P.A.N.VRPass.,Firmas electronicas Recuperacion Contrasena,Firmas electronicas,Online,Personas Naturales,Archivo,Nuevo,NULL,Recuperacion Contrasena
F.ON.R.A.N.VRPass.,Firmas electronicas Recuperacion Contrasena,Firmas electronicas,Online,Representante Legal,Archivo,Nuevo,NULL,Recuperacion Contrasena
F.ON.M.A.N.VRPass.,Firmas electronicas Recuperacion Contrasena,Firmas electronicas,Online,Miembro de empresa,Archivo,Nuevo,NULL,Recuperacion Contrasena
F.ON.P.AT.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Online,Personas Naturales,AToken,Nuevo,NULL,Vigencia 1 ano
F.ON.P.AT.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Online,Personas Naturales,AToken,Nuevo,NULL,Vigencia 2 anos
F.ON.P.AT.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Personas Naturales,AToken,Nuevo,NULL,Vigencia 3 anos
F.ON.P.AT.N.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Personas Naturales,AToken,Nuevo,NULL,Vigencia 4 anos
F.ON.P.AT.N.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Personas Naturales,AToken,Nuevo,NULL,Vigencia 5 anos
F.ON.R.AT.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Online,Representante Legal,AToken,Nuevo,NULL,Vigencia 1 ano
F.ON.R.AT.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Online,Representante Legal,AToken,Nuevo,NULL,Vigencia 2 anos
F.ON.R.AT.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Representante Legal,AToken,Nuevo,NULL,Vigencia 3 anos
F.ON.R.AT.N.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Representante Legal,AToken,Nuevo,NULL,Vigencia 4 anos
F.ON.R.AT.N.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Representante Legal,AToken,Nuevo,NULL,Vigencia 5 anos
F.ON.M.AT.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Online,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 1 ano
F.ON.M.AT.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Online,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 2 anos
F.ON.M.AT.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 3 anos
F.ON.M.AT.N.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 4 anos
F.ON.M.AT.N.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 5 anos
F.OF.P.AT.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Offline,Personas Naturales,AToken,Nuevo,NULL,Vigencia 1 ano
F.OF.P.AT.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Offline,Personas Naturales,AToken,Nuevo,NULL,Vigencia 2 anos
F.OF.P.AT.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Personas Naturales,AToken,Nuevo,NULL,Vigencia 3 anos
F.OF.P.AT.N.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Personas Naturales,AToken,Nuevo,NULL,Vigencia 4 anos
F.OF.P.AT.N.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Personas Naturales,AToken,Nuevo,NULL,Vigencia 5 anos
F.OF.R.AT.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Offline,Representante Legal,AToken,Nuevo,NULL,Vigencia 1 ano
F.OF.R.AT.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Offline,Representante Legal,AToken,Nuevo,NULL,Vigencia 2 anos
F.OF.R.AT.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Representante Legal,AToken,Nuevo,NULL,Vigencia 3 anos
F.OF.R.AT.N.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Representante Legal,AToken,Nuevo,NULL,Vigencia 4 anos
F.OF.R.AT.N.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Representante Legal,AToken,Nuevo,NULL,Vigencia 5 anos
F.OF.M.AT.N.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Offline,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 1 ano
F.OF.M.AT.N.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Offline,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 2 anos
F.OF.M.AT.N.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 3 anos
F.OF.M.AT.N.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 4 anos
F.OF.M.AT.N.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Miembro de empresa,AToken,Nuevo,NULL,Vigencia 5 anos
F.ON.P.AT.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Online,Personas Naturales,AToken,Renovacion,NULL,Vigencia 1 ano
F.ON.P.AT.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Online,Personas Naturales,AToken,Renovacion,NULL,Vigencia 2 anos
F.ON.P.AT.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Personas Naturales,AToken,Renovacion,NULL,Vigencia 3 anos
F.ON.P.AT.R.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Personas Naturales,AToken,Renovacion,NULL,Vigencia 4 anos
F.ON.P.AT.R.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Personas Naturales,AToken,Renovacion,NULL,Vigencia 5 anos
F.ON.R.AT.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Online,Representante Legal,AToken,Renovacion,NULL,Vigencia 1 ano
F.ON.R.AT.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Online,Representante Legal,AToken,Renovacion,NULL,Vigencia 2 anos
F.ON.R.AT.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Representante Legal,AToken,Renovacion,NULL,Vigencia 3 anos
F.ON.R.AT.R.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Representante Legal,AToken,Renovacion,NULL,Vigencia 4 anos
F.ON.R.AT.R.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Representante Legal,AToken,Renovacion,NULL,Vigencia 5 anos
F.ON.M.AT.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Online,Miembro de empresa,AToken,Renovacion,NULL,Vigencia 1 ano
F.ON.M.AT.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Online,Miembro de empresa,AToken,Renovacion,NULL,Vigencia 2 anos
F.ON.M.AT.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Miembro de empresa,AToken,Renovacion,NULL,Vigencia 3 anos
F.ON.M.AT.R.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Miembro de empresa,AToken,Renovacion,NULL,Vigencia 4 anos
F.ON.M.AT.R.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Online,Miembro de empresa,AToken,Renovacion,NULL,Vigencia 5 anos
F.OF.P.AT.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Offline,Personas Naturales,AToken,Renovacion,NULL,Vigencia 1 ano
F.OF.P.AT.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Offline,Personas Naturales,AToken,Renovacion,NULL,Vigencia 2 anos
F.OF.P.AT.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Personas Naturales,AToken,Renovacion,NULL,Vigencia 3 anos
F.OF.P.AT.R.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Personas Naturales,AToken,Renovacion,NULL,Vigencia 4 anos
F.OF.P.AT.R.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Personas Naturales,AToken,Renovacion,NULL,Vigencia 5 anos
F.OF.R.AT.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Offline,Representante Legal,AToken,Renovacion,NULL,Vigencia 1 ano
F.OF.R.AT.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Offline,Representante Legal,AToken,Renovacion,NULL,Vigencia 2 anos
F.OF.R.AT.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Representante Legal,AToken,Renovacion,NULL,Vigencia 3 anos
F.OF.R.AT.R.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Representante Legal,AToken,Renovacion,NULL,Vigencia 4 anos
F.OF.R.AT.R.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Representante Legal,AToken,Renovacion,NULL,Vigencia 5 anos
F.OF.M.AT.R.V1.,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Offline,Miembro de empresa,AToken,Renovacion,NULL,Vigencia 1 ano
F.OF.M.AT.R.V2.,Firmas electronicas Vigencia 2 anos,Firmas electronicas,Offline,Miembro de empresa,AToken,Renovacion,NULL,Vigencia 2 anos
F.OF.M.AT.R.V3.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Miembro de empresa,AToken,Renovacion,NULL,Vigencia 3 anos
F.OF.M.AT.R.V4.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Miembro de empresa,AToken,Renovacion,NULL,Vigencia 4 anos
F.OF.M.AT.R.V5.,Firmas electronicas Vigencia 3 anos,Firmas electronicas,Offline,Miembro de empresa,AToken,Renovacion,NULL,Vigencia 5 anos
F.ON.R.A.R.V1,Firmas electronicas Vigencia 1 ano,Firmas electronicas,Online,Representante Legal,Archivo,Renovacion,NULL,Vigencia 1 ano
F.ON.R.A.N.,Firmas electronicas Recuperacion Contrasena,Firmas electronicas,Online,Representante Legal,Archivo,Nuevo,NULL,Recuperacion Contrasena
F.ON.P.A.N.,Firmas electronicas Recuperacion Contrasena,Firmas electronicas,Online,Personas Naturales,Archivo,Nuevo,NULL,Recuperacion Contrasena
F.ON.M.A.N.,Firmas electronicas Recuperacion Contrasena,Firmas electronicas,Online,Miembro de empresa,Archivo,Nuevo,NULL,Recuperacion Contrasena
F.OF.P.A.N.,Firmas electronicas Recuperacion Contrasena,Firmas electronicas,Offline,Personas Naturales,Archivo,Nuevo,NULL,Recuperacion Contrasena
F.OF.R.A.N.,Firmas electronicas Recuperacion Contrasena,Firmas electronicas,Offline,Representante Legal,Archivo,Nuevo,NULL,Recuperacion Contrasena
F.OF.M.A.N.,Firmas electronicas Recuperacion Contrasena,Firmas electronicas,Offline,Miembro de empresa,Archivo,Nuevo,NULL,Recuperacion Contrasena
F.E.F.A.V.,Firma Entidada Financiera Alianza del Valle,Aplicativos y certificado,ALIANZA,OFFLINE,,,,
SF.CN.P.S.N.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Nuevo,Mini,Vigencia 2 anos
SF.CN.P.S.N.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Nuevo,Basico,Vigencia 2 anos
SF.CN.P.S.N.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Nuevo,Esencial,Vigencia 2 anos
SF.CN.P.S.N.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Nuevo,Estandar,Vigencia 2 anos
SF.CN.P.S.N.V2.PRE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Nuevo,Premium,Vigencia 2 anos
SF.CN.R.S.N.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Nuevo,Mini,Vigencia 2 anos
SF.CN.R.S.N.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Nuevo,Basico,Vigencia 2 anos
SF.CN.R.S.N.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Nuevo,Esencial,Vigencia 2 anos
SF.CN.R.S.N.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Nuevo,Estandar,Vigencia 2 anos
SF.CN.R.S.N.V2.PRE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Nuevo,Premium,Vigencia 2 anos
SF.CN.M.S.N.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Nuevo,Mini,Vigencia 2 anos
SF.CN.M.S.N.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Nuevo,Basico,Vigencia 2 anos
SF.CN.M.S.N.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Nuevo,Esencial,Vigencia 2 anos
SF.CN.M.S.N.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Nuevo,Estandar,Vigencia 2 anos
SF.CN.M.S.N.V2.PRE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Nuevo,Premium,Vigencia 2 anos
SF.CN.P.S.R.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Renovacion,Mini,Vigencia 2 anos
SF.CN.P.S.R.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Renovacion,Basico,Vigencia 2 anos
SF.CN.P.S.R.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Renovacion,Esencial,Vigencia 2 anos
SF.CN.P.S.R.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Renovacion,Estandar,Vigencia 2 anos
SF.CN.P.S.R.V2.PRE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Renovacion,Premium,Vigencia 2 anos
SF.CN.R.S.R.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Renovacion,Mini,Vigencia 2 anos
SF.CN.R.S.R.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Renovacion,Basico,Vigencia 2 anos
SF.CN.R.S.R.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Renovacion,Esencial,Vigencia 2 anos
SF.CN.R.S.R.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Renovacion,Estandar,Vigencia 2 anos
SF.CN.R.S.R.V2.PRE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Renovacion,Premium,Vigencia 2 anos
SF.CN.M.S.R.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Renovacion,Mini,Vigencia 2 anos
SF.CN.M.S.R.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Renovacion,Basico,Vigencia 2 anos
SF.CN.M.S.R.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Renovacion,Esencial,Vigencia 2 anos
SF.CN.M.S.R.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Renovacion,Estandar,Vigencia 2 anos
SF.CN.M.S.R.V2.PRE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Renovacion,Premium,Vigencia 2 anos
SF.CN.P.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.CN.P.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.CN.P.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.CN.P.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.CN.R.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.CN.R.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.CN.R.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.CN.R.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.CN.M.S.U.V2.MIN.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Upgrade,Mini,Vigencia 2 anos
SF.CN.M.S.U.V2.BAS.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Upgrade,Basico,Vigencia 2 anos
SF.CN.M.S.U.V2.ESE.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Upgrade,Esencial,Vigencia 2 anos
SF.CN.M.S.U.V2.EST.,Sistema de facturacion Vigencia 2 anos,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Upgrade,Estandar,Vigencia 2 anos
SF.CN.P.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.CN.P.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.CN.P.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.CN.P.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.CN.R.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.CN.R.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.CN.R.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.CN.R.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.CN.M.S.U.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Upgrade,Mini,Vigencia 1 ano
SF.CN.M.S.U.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Upgrade,Basico,Vigencia 1 ano
SF.CN.M.S.U.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Upgrade,Esencial,Vigencia 1 ano
SF.CN.M.S.U.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Upgrade,Estandar,Vigencia 1 ano
SF.CN.P.S.R.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Renovacion,Mini,Vigencia 1 ano
SF.CN.P.S.R.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Renovacion,Basico,Vigencia 1 ano
SF.CN.P.S.R.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Renovacion,Esencial,Vigencia 1 ano
SF.CN.P.S.R.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Renovacion,Estandar,Vigencia 1 ano
SF.CN.P.S.R.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Personas Naturales,Sin firma,Renovacion,Premium,Vigencia 1 ano
SF.CN.R.S.R.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Renovacion,Mini,Vigencia 1 ano
SF.CN.R.S.R.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Renovacion,Basico,Vigencia 1 ano
SF.CN.R.S.R.V1.ESE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Renovacion,Esencial,Vigencia 1 ano
SF.CN.R.S.R.V1.EST.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Renovacion,Estandar,Vigencia 1 ano
SF.CN.R.S.R.V1.PRE.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Representante Legal,Sin firma,Renovacion,Premium,Vigencia 1 ano
SF.CN.M.S.R.V1.MIN.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Renovacion,Mini,Vigencia 1 ano
SF.CN.M.S.R.V1.BAS.,Sistema de facturacion Vigencia 1 ano,Sistema de facturacion,Convenios,Miembro de empresa,Sin firma,Renovacion,Basico,Vigencia 1 ano
